subject,predicate,object
7523666,wikidata/Master of Science,29156
5220713,wikidata/delegate,28147
6222879,wikidata/Education::,29359
56812,wikidata/Education::,29143
115418,littlesis/Donation/Grant::43100 usd (Campaign Contribution),28480
881280,wikidata/Education::,38475
259723,littlesis/Vice president,3575
5462924,wikidata/Education::,38450
28533,wikidata/Bachelor of Arts (psychology),29241
38420,littlesis/Donation/Grant::2800 usd (Campaign Contribution),35111
1124931,wikidata/Education::,29148
3312933,wikidata/Education::,29241
5479871,wikidata/Education::,29175
4997319,wikidata/Education::,38425
5388850,wikidata/Bachelor of Business Administration,29223
1467,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28534
4270905,wikidata/Education::,38450
32501,wikidata/Hierarchy::has subsidiary (100% stake),3119956
4776,littlesis/MBA,29110
3137121,wikidata/Bachelor of Science (economics),29136
408771,littlesis/Service/Transaction::86019 usd (Contractor),29091
74924,wikidata/Education::,29223
6470695,wikidata/Education::,29148
7282676,wikidata/Education::,10158
840671,wikidata/Ownership::,820677
6496046,wikidata/Education::,29136
4041,littlesis/Donation/Grant::2000 usd (Campaign Contribution),38025
29013,wikidata/Education::,29155
7466798,wikidata/Education::,226145
10158,wikidata/Hierarchy::has subsidiary,5210503
3678635,wikidata/Education::,851624
2431562,wikidata/Education::,29110
7191887,wikidata/Education::,29223
2324665,wikidata/Education::,255538
3278410,wikidata/Education::,29155
4233226,wikidata/bachelor's degree,29110
7235252,wikidata/Education::,29110
12775,littlesis/Donation/Grant::3050 usd (Campaign Contribution),28344
2930581,wikidata/Education::,29175
16148,wikidata/Education::,29110
5495208,wikidata/Education::,29110
3185148,wikidata/Education::,5213208
1006204,wikidata/Education::,38450
3299347,wikidata/Education::,29241
11006,wikidata/Ownership::,144
5308903,wikidata/Education::,261954
3717464,wikidata/Education::,3119713
6384528,wikidata/chairperson,848035
829026,wikidata/Education::,38397
260447,littlesis/MBA,29223
918921,wikidata/Education::,29136
259973,wikidata/Education::,29148
6370882,wikidata/Education::,29155
44483,wikidata/Hierarchy::has subsidiary,2209307
4472620,wikidata/Education::,29159
21599,littlesis/JD in Applied Mathematics,29167
6198641,wikidata/Education::,21865
6521258,wikidata/Education::,7252649
5205004,wikidata/Education::,29148
3300031,wikidata/Education::,29223
28826,littlesis/Donation/Grant::2000 usd (Campaign Contribution),21796
1012,littlesis/Donation/Grant::250 usd (Campaign Contribution),28745
2186561,wikidata/Education::,29136
590082,wikidata/Education::,29110
1005467,wikidata/Education::,29155
6833625,wikidata/Education::,29155
19833,wikidata/Education::,29243
4397009,wikidata/Bachelor of Arts,38425
3116005,wikidata/Education::,29148
5211159,wikidata/Education::,38450
5578078,wikidata/Education::,4184023
5333535,wikidata/Education::,38425
1013158,wikidata/Education::,29143
4648940,wikidata/Education::,255538
4300,littlesis/Donation/Grant::3700 usd (Campaign Contribution),28397
5256492,wikidata/Education::,261954
7200298,wikidata/Education::,3121131
1527779,wikidata/Education::,29110
2164553,wikidata/Education::,10158
28842,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28574
6274203,wikidata/Education::,29110
2142429,wikidata/Education::,3119713
28692,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28371
2197039,wikidata/Education::,3119713
6563895,wikidata/Education::,3119713
1021235,wikidata/Education::,21865
3236402,wikidata/Education::,29159
2347049,wikidata/Education::,5184890
3296060,wikidata/Education::,29175
6327671,wikidata/Education::,29110
3755215,wikidata/Education::,261954
961427,wikidata/Doctor of Philosophy,255538
6708885,wikidata/Bachelor of Arts,29241
5360167,wikidata/Education::,29148
4300,littlesis/Donation/Grant::2800 usd (Campaign Contribution),37948
5341059,wikidata/Education::,29148
1025030,wikidata/Education::,29110
7626823,wikidata/bachelor's degree (theology),29143
1859308,wikidata/bachelor's degree,38475
6478354,wikidata/Education::,38475
6199328,wikidata/Education::,29148
398843,littlesis/Donation/Grant::1500 usd (Campaign Contribution),19915
365557,littlesis/Professor of Economics,29110
4185616,wikidata/Education::,29359
971894,wikidata/Education::,7199570
822448,wikidata/Education::,38450
2280455,wikidata/Education::,38450
6198337,wikidata/Education::,29110
1026565,wikidata/Doctor of Philosophy,38425
29296,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37989
25565,littlesis/JD,29143
827173,wikidata/Education::,29110
4313145,wikidata/Education::,29143
4396823,wikidata/Education::,29143
5231072,wikidata/Education::,29159
6383681,wikidata/Education::,29143
5490544,wikidata/Education::,7199570
3136176,wikidata/Education::,29143
15216,littlesis/Donation/Grant::5000 usd (Campaign Contribution),256070
4189757,wikidata/Education::,29148
2263557,wikidata/Education::,29148
4466503,wikidata/Education::,29110
6556,littlesis/Donation/Grant::250 usd (Campaign Contribution),38214
7387880,wikidata/Education::,10158
839485,wikidata/Ownership:: (12% stake),560
837470,wikidata/Education::,29110
136219,wikidata/Hierarchy::has subsidiary,7182975
1018249,wikidata/Education::,29156
29181,littlesis/Donation/Grant::5600 usd (Campaign Contribution),377568
975642,wikidata/Education::,29136
1088613,wikidata/Education::,29241
7367946,wikidata/Education::,29159
5537818,wikidata/Education::,255440
893904,wikidata/Education::,38425
363739,littlesis/Donation/Grant::5000 usd (Campaign Contribution),260590
417273,littlesis/Donation/Grant::3700 usd (Campaign Contribution),28344
7467546,wikidata/Education::,29155
960618,wikidata/Education::,29155
7601172,wikidata/Education::,29110
837,littlesis/Service/Transaction:: (Apple Card underwriting partner),3575
255764,littlesis/Donation/Grant::3000 usd (Campaign Contribution),256086
3166410,wikidata/Education::,5213208
1021299,wikidata/Education::,255354
2175195,wikidata/Education::,29143
6396360,wikidata/Education::,5213208
38195,wikidata/Education::,38475
4314872,wikidata/Education::,255354
426526,littlesis/Donation/Grant::4400 usd (Campaign Contribution),28344
7550961,wikidata/Education::,261954
2211673,wikidata/Education::,255354
115159,littlesis/Donation/Grant::250 usd (Campaign Contribution),28480
7239562,wikidata/Education::,29110
7515981,wikidata/Education::,226145
5241521,wikidata/Education::,4211424
7603154,wikidata/Education::,29175
4218525,wikidata/Education::,29155
2196795,wikidata/Education::,29143
165075,wikidata/Bachelor of Science,7203742
373019,littlesis/Prospective parliamentary candidate,372252
866891,wikidata/Education::,29155
7193201,wikidata/Education::,29110
2165298,wikidata/Education::,2147541
5537831,wikidata/Education::,29143
5361069,wikidata/Education::,226145
2169759,wikidata/Education::,29156
2177533,wikidata/Bachelor of Science,255440
1027391,wikidata/Education::,29110
7337243,wikidata/Education::,29148
5308424,wikidata/Education::,29223
6275468,wikidata/Education::,29155
1147229,wikidata/Education::,29110
2317513,wikidata/Education::,38397
3112609,wikidata/Education::,7199570
3267047,wikidata/Education::,29167
15988,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
3144557,wikidata/Education::,29110
3141873,wikidata/Education::,3686716
5509579,wikidata/Education::,29148
399445,littlesis/Donation/Grant::750 usd (Campaign Contribution),21796
2237740,wikidata/Education::,416561
3138435,wikidata/Education::,6175003
3617,littlesis/Lobbying::Lobbying (for client),29085
6467600,wikidata/Education::,29156
3267795,wikidata/Education::,29110
6207400,wikidata/Education::,29155
5185987,wikidata/Education::,3121131
4575820,wikidata/Education::,416561
262738,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38002
33404,wikidata/Doctor of Philosophy,29110
3283587,wikidata/Education::,7182808
98281,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28344
2159454,wikidata/Education::,29110
2288918,wikidata/Education::,38404
6329258,wikidata/Education::,38475
49228,littlesis/Donation/Grant::500 usd (Campaign Contribution),37989
400061,littlesis/Former Conservative Columnist,428712
5364501,wikidata/Education::,29110
5255622,wikidata/Education::,4211424
4471566,wikidata/Education::,29155
7213160,wikidata/Education::,29222
70350,wikidata/Education::,29110
1773076,wikidata/Education::,29143
5479837,wikidata/Doctor of Philosophy,29148
7492732,wikidata/Education::,38397
3137923,wikidata/Education::,38397
3586,wikidata/Hierarchy::has subsidiary,6236189
5200733,wikidata/Education::,29148
6234215,wikidata/Education::,29155
4300,littlesis/Member,226163
136219,wikidata/Ownership:: (50% stake),7506034
891061,wikidata/Education::,29110
4356500,wikidata/Education::,38425
6407133,wikidata/Education::,29167
7550995,wikidata/Education::,38397
21581,wikidata/Education::,29155
6283351,wikidata/Education::,7216587
1468180,wikidata/Education::,29155
2265407,wikidata/Education::,7199570
3321493,wikidata/Education::,29148
3125460,wikidata/Education::,29156
6373956,wikidata/Education::,29110
2324689,wikidata/Education::,4184023
97060,wikidata/Education::,29110
3269258,wikidata/Education::,29359
3447148,wikidata/Education::,29143
6467557,wikidata/Education::,38397
6427252,wikidata/Education::,255354
180112,wikidata/Ownership::,2161640
7623201,wikidata/Education::,29110
23,littlesis/Former Asst Brand Manager,105
3661,littlesis/Service/Transaction::61467564 usd (Contractor),29054
6102989,wikidata/Education::,29110
6495919,wikidata/Education::,21865
7327215,wikidata/Education::,38475
7294259,wikidata/Education::,2147541
1132670,wikidata/Education::,4184023
7307612,wikidata/Education::,5213208
7190960,wikidata/Education::,29148
3958364,wikidata/Education::,5213208
5402020,wikidata/Education::,38475
3138292,wikidata/Education::,29136
983286,wikidata/Education::,29110
958967,wikidata/Education::,29148
553,littlesis/Lobbying::Direct Lobbying,29085
174061,littlesis/Donation/Grant::5000 usd (Campaign Contribution),28480
29296,littlesis/Donation/Grant::5600 usd (Campaign Contribution),36178
726525,wikidata/Bachelor of Science,29359
954560,wikidata/Education::,226145
825995,wikidata/Education::,29110
2295006,wikidata/Education::,29110
3168813,wikidata/Juris Doctor,29241
156,littlesis/Service/Transaction:: (Client),391942
2318461,wikidata/Education::,29110
1218323,wikidata/Education::,29110
2145160,wikidata/Education::,3119713
2159520,wikidata/Education::,21865
2900456,wikidata/Education::,21865
5188061,wikidata/Education::,3121131
28515,littlesis/Donation/Grant::750 usd (Campaign Contribution),28480
5317119,wikidata/Education::,7182808
1511231,wikidata/Education::,38404
6563496,wikidata/Education::,38425
5465548,wikidata/Education::,29156
943041,wikidata/Education::,29241
999196,wikidata/Education::,29110
4280617,wikidata/Education::,29110
986998,wikidata/Education::,29156
13090,littlesis/Donation/Grant::3300 usd (Campaign Contribution),28480
25518,wikidata/Hierarchy::has subsidiary,2658313
5390790,wikidata/Education::,7199570
5221597,wikidata/Education::,38450
5210189,wikidata/Education::,38450
5649891,wikidata/Education::,29155
1537858,wikidata/Education::,38450
37936,wikidata/Master of Arts,29175
29181,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37962
860,littlesis/Lobbying::Direct Lobbying,29085
4264374,wikidata/Education::,3119713
2281548,wikidata/Education::,29110
2156425,wikidata/Education::,7608763
28640,wikidata/Education::,29155
7370768,wikidata/Education::,29159
392150,littlesis/Service/Transaction::12529 usd (Contractor),29085
3124732,wikidata/Education::,38397
7337179,wikidata/Education::,38425
2158957,wikidata/Education::,29223
6249139,wikidata/Education::,29110
962688,wikidata/Education::,29143
2267348,wikidata/Education::,29241
6401876,wikidata/Education::,261954
3114717,wikidata/Education::,3119713
6275994,wikidata/Education::,29110
5350656,wikidata/Education::,29156
1132475,wikidata/Education::,29148
3675136,wikidata/Education::,3119713
5390242,wikidata/Education::,29175
384074,littlesis/Donation/Grant::2600 usd (Campaign Contribution),212841
29181,littlesis/Donation/Grant::2000 usd (Campaign Contribution),259973
1079250,wikidata/Education::,10158
5332167,wikidata/Education::,416561
2165559,wikidata/Hierarchy::has subsidiary,6200775
3292451,wikidata/Education::,29143
2224589,wikidata/Education::,29110
3165282,wikidata/Education::,29223
3517214,wikidata/Education::,4184023
4438,littlesis/Position::National Finance Chairman,49279
1015413,wikidata/Education::,29110
2143470,wikidata/Education::,5184890
819916,wikidata/Education::,29175
7183683,wikidata/Education::,3119713
1275797,wikidata/Education::,29155
5843925,wikidata/Education::,38397
21345,littlesis/Donation/Grant::6600 usd (Campaign Contribution),28480
6199020,wikidata/Education::,38412
38136,littlesis/Donation/Grant::500 usd (Campaign Contribution),28319
274381,wikidata/Education::,38475
259776,littlesis/Donation/Grant::15000 usd (Campaign Contribution),28480
6647916,wikidata/Education::,5213208
3397666,wikidata/Education::,29156
5314121,wikidata/Education::,7199570
1402230,wikidata/Education::,29156
28842,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28480
3185299,wikidata/Education::,38397
28747,littlesis/Donation/Grant::500 usd (Campaign Contribution),28344
5056,littlesis/Donation/Grant::1500 usd (Campaign Contribution),28573
4540909,wikidata/Education::,255538
7538695,wikidata/Education::,29110
2154874,wikidata/Education::,245622
256070,littlesis/Donation/Grant::2400 usd (Campaign Contribution),28289
6193072,wikidata/Education::,3119713
38405,wikidata/Master of Arts,29175
7318284,wikidata/Education::,21865
4183149,wikidata/Education::,29110
4186481,wikidata/Education::,2157382
1062,littlesis/Independent Director,852
2284254,wikidata/Education::,261954
2248302,wikidata/Education::,29110
1106589,wikidata/Education::,256097
6210868,wikidata/Education::,38450
212847,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28219
6203827,wikidata/Education::,29110
7224287,wikidata/Education::,29110
315765,littlesis/Service/Transaction:: (Investment),3570
4367653,wikidata/Education::,29110
28777,littlesis/Donation/Grant::500 usd (Campaign Contribution),28573
939953,wikidata/Education::,3121131
772,littlesis/Director,548
28372,wikidata/Bachelor of Arts,29222
7280868,wikidata/Education::,29110
7237233,wikidata/Education::,29175
2150990,wikidata/Education::,7199570
4180101,wikidata/Education::,3119713
4121,wikidata/president,2169100
2176465,wikidata/Education::,29136
3733223,wikidata/Education::,29110
819857,wikidata/Education::,29156
2144617,wikidata/Hierarchy::has subsidiary,931006
5400023,wikidata/Education::,29110
301,"littlesis/Membership::""president's circle"" corporate member",255306
3255336,wikidata/Education::,38397
243864,littlesis/Donation/Grant::9600 usd (Campaign Contribution),28480
34635,wikidata/Education::,10158
4743368,wikidata/Education::,4184023
7200275,wikidata/Education::,29148
5267720,wikidata/Education::,38450
3726448,wikidata/Education::,38450
28424,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37983
2165559,wikidata/Hierarchy::has subsidiary,1272135
3133298,wikidata/Education::,7199570
537079,wikidata/Education::,38425
6387751,wikidata/Education::,29241
943181,wikidata/Education::,226145
410156,wikidata/Bachelor of Arts (history),29155
415921,littlesis/Donation/Grant::1500 usd (Campaign Contribution),260590
7274402,wikidata/Education::,6226320
6404355,wikidata/Education::,38475
6229336,wikidata/Education::,29155
842930,wikidata/Education::,255354
6335235,wikidata/Education::,29110
37984,littlesis/Donation/Grant::1000 usd (Campaign Contribution),256086
5205143,wikidata/Education::,29156
946945,wikidata/Education::,29110
857564,wikidata/Education::,29155
3112884,wikidata/Education::,5213208
6360405,wikidata/Education::,416561
90667,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28344
2194252,wikidata/Education::,29156
948305,wikidata/Education::,29223
4382934,wikidata/Education::,38397
1341809,wikidata/Education::,29148
255364,littlesis/Donation/Grant::4600 usd (Campaign Contribution),28480
1025227,wikidata/Education::,255538
3573,wikidata/Hierarchy::has subsidiary,6208153
178011,littlesis/Generic::Recognizes as 'Clean Energy Champion' (2017 and 2018),28472
4116,littlesis/Director,823
6335148,wikidata/Education::,10158
38054,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28344
973220,wikidata/Education::,29110
3120837,wikidata/Education::,21865
5195073,wikidata/Education::,29223
21445,littlesis/Membership::Member,297745
7272324,wikidata/Education::,29110
7225701,wikidata/Education::,29143
5321718,wikidata/Education::,29155
3137437,wikidata/Education::,3119713
6524440,wikidata/Education::,5213208
2182046,wikidata/Hierarchy::has subsidiary,2287281
953955,wikidata/Education::,29223
7306579,wikidata/Education::,29110
28842,wikidata/Education::,38425
4198020,wikidata/Education::,29110
867386,wikidata/Education::,3119713
3156839,wikidata/Education::,29110
2280927,wikidata/Education::,5213208
7227423,wikidata/Hierarchy::has subsidiary,7182948
7227221,wikidata/Education::,29156
6246356,wikidata/Education::,29223
4728289,wikidata/Education::,29110
988125,wikidata/Education::,29241
73659,wikidata/Education::,10158
417559,littlesis/Social::friend,28480
180531,littlesis/Donation/Grant::250 usd (Campaign Contribution),28480
5198419,wikidata/Education::,261954
2329800,wikidata/Education::,5211886
2530378,wikidata/Education::,29136
4378461,wikidata/Education::,4184023
4215882,wikidata/Education::,29110
7314526,wikidata/Education::,29143
830019,wikidata/Ownership::,726481
4473591,wikidata/(accounting and finance),261954
2263114,wikidata/Education::,29110
4296136,wikidata/Education::,29148
29181,littlesis/Donation/Grant::2600 usd (Campaign Contribution),28511
3121390,wikidata/Education::,261954
6549928,wikidata/Education::,38404
2330565,wikidata/Education::,29175
49228,littlesis/Donation/Grant::2000 usd (Campaign Contribution),259275
2146831,wikidata/Education::,29143
6200390,wikidata/Education::,29143
3597,wikidata/Ownership::,5637496
5473102,wikidata/Education::,29159
21952,wikidata/Ownership::,6202000
2152449,wikidata/Doctor of Philosophy (economics),29136
256265,wikidata/Hierarchy::has subsidiary (100% stake),6406328
2212294,wikidata/Bachelor of Science,24235
32169,wikidata/Education::,29222
884001,wikidata/Education::,29110
4382672,wikidata/Education::,6371962
391271,wikidata/Education::,29136
7380026,wikidata/Education::,38397
7208050,wikidata/Education::,2157382
3398975,wikidata/Education::,29110
6249241,wikidata/Education::,29136
26164,littlesis/Donation/Grant::250 usd (Campaign Contribution),38214
6035,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28534
4258515,wikidata/Doctor of Philosophy,29110
29181,littlesis/Donation/Grant::4000 usd (Campaign Contribution),28541
3768,littlesis/Service/Transaction:: (2014 conference sponsor),365264
255368,littlesis/Donation/Grant:: (Global Citizen Award),72891
1039,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37983
550,"littlesis/Membership::""premium"" corporate member",255306
7598977,wikidata/(theology),29175
2215708,wikidata/Education::,29110
2167465,wikidata/Education::,255354
5523329,wikidata/Education::,29143
1012,littlesis/Professional::friend,72919
4693242,wikidata/Education::,29156
2082,littlesis/BA,29136
44544,wikidata/Ownership::,3225335
2164603,wikidata/Education::,29110
4265821,wikidata/Ownership::,4218604
7453930,wikidata/Education::,261954
91915,wikidata/Bachelor of Arts,29143
831231,wikidata/Education::,255538
4369647,wikidata/Education::,29156
4373980,wikidata/Education::,29110
5184565,wikidata/Education::,29136
7393276,wikidata/Education::,29110
844282,wikidata/Education::,29155
4376409,wikidata/Education::,226145
7366228,wikidata/Education::,21865
2263797,wikidata/Education::,10158
7192483,wikidata/Education::,29136
3145307,wikidata/Education::,29155
2160717,wikidata/Education::,7199570
29033,wikidata/Education::,29110
6371015,wikidata/Education::,3119713
4545954,wikidata/Doctor of Philosophy,261954
5197140,wikidata/Education::,29155
3691209,wikidata/Education::,29143
3112995,wikidata/Education::,29110
269901,wikidata/Education::,6271876
3741232,wikidata/Education::,29110
4332169,wikidata/Education::,29223
4428513,wikidata/Education::,29241
150976,wikidata/Master in Public Administration,29110
35254,wikidata/Education::,29241
7311086,wikidata/Education::,6175003
7351155,wikidata/Education::,29143
244100,littlesis/Service/Transaction:: (supporter),147695
6364065,wikidata/Education::,29241
21952,wikidata/Hierarchy::has subsidiary,5239845
28825,littlesis/Donation/Grant::286 usd (Campaign Contribution),37989
5186381,wikidata/Education::,29143
2171747,wikidata/Education::,3119713
6193204,wikidata/Education::,3119713
2272476,wikidata/Education::,29148
6263372,wikidata/Doctor of Juridical Science,3686716
531049,wikidata/Education::,29156
940755,wikidata/Education::,29175
173986,littlesis/Donation/Grant::5250 usd (Campaign Contribution),28480
4357939,wikidata/Education::,3119713
6217850,wikidata/Education::,29136
38278,littlesis/LLB,38535
6188727,wikidata/Doctor of Philosophy,29155
6757892,wikidata/Education::,29156
592,littlesis/Lobbying::Direct Lobbying,29085
38011,littlesis/Donation/Grant::500 usd (Campaign Contribution),28302
1417436,wikidata/Education::,255354
5253902,wikidata/Education::,261954
4316006,wikidata/Education::,29143
6396144,wikidata/Education::,10158
2340641,wikidata/Education::,38450
5318290,wikidata/Education::,38425
5353920,wikidata/Education::,10158
7191718,wikidata/Education::,29110
963586,wikidata/Education::,38425
5329548,wikidata/Education::,38475
5195389,wikidata/Education::,261954
1273225,wikidata/Education::,29110
5597518,wikidata/Education::,29110
821267,wikidata/Education::,29148
4319703,wikidata/Education::,29136
1367139,wikidata/Education::,29148
4246845,wikidata/Education::,29110
4252,littlesis/CEO,105
7192900,wikidata/Education::,226145
6540293,wikidata/Education::,29159
7218931,wikidata/Education::,29110
6476849,wikidata/Education::,29167
6349921,wikidata/Education::,29156
3402374,wikidata/Education::,415846
5218452,wikidata/Education::,3121131
2343618,wikidata/Education::,29223
772,wikidata/Education::,29143
2424888,wikidata/Education::,5213208
3121406,wikidata/Education::,29110
258406,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37991
7454022,wikidata/Education::,38425
3571,littlesis/Service/Transaction::30058 usd (Contractor),143717
2148429,wikidata/Education::,6175003
6191185,wikidata/Education::,7199570
4298854,wikidata/Education::,29136
2154753,wikidata/Education::,29155
1183662,wikidata/Education::,29241
7368361,wikidata/Education::,4184023
28894,littlesis/Donation/Grant::2000 usd (Campaign Contribution),37969
835746,wikidata/Ownership:: (19% stake),7601140
2351600,wikidata/Education::,4184023
1013583,wikidata/Doctor of Science,415669
2147503,wikidata/Doctor of Philosophy,29136
48108,littlesis/MBA in English Literature,29155
964151,wikidata/Education::,29156
6239321,wikidata/Education::,29148
1343037,wikidata/Education::,2157382
2265332,wikidata/Education::,29159
6217622,wikidata/Education::,29156
3128649,wikidata/Education::,38450
4458424,wikidata/Doctor of Laws (legal science),3119713
866958,wikidata/Education::,3119713
1012,littlesis/Donation/Grant::6700 usd (Campaign Contribution),28453
4183767,wikidata/Education::,29148
6253485,wikidata/Education::,29110
1696229,wikidata/Education::,5213208
5331053,wikidata/Education::,21865
1019454,wikidata/Education::,38412
1537821,wikidata/doctorate,29148
2177523,wikidata/Education::,29110
5597785,wikidata/Education::,29110
60617,littlesis/Donation/Grant::250 usd (Campaign Contribution),28480
548645,wikidata/Education::,226145
212847,wikidata/Juris Doctor,29241
944636,wikidata/Education::,29156
3675135,wikidata/Education::,3119713
7600365,wikidata/Education::,29156
22401,wikidata/Education::,29110
2273378,wikidata/Education::,226145
202355,littlesis/Member,28147
5274282,wikidata/Education::,29155
7497645,wikidata/Education::,416561
258743,littlesis/President,29159
7604944,wikidata/Education::,29148
892906,wikidata/Education::,29159
2016,littlesis/Donation/Grant::500 usd (Campaign Contribution),28235
530851,wikidata/Education::,29148
2143469,wikidata/Education::,5184890
6374263,wikidata/Education::,226145
4387603,wikidata/Education::,29143
4292729,wikidata/Education::,29110
3263901,wikidata/Education::,29155
3324556,wikidata/Education::,226145
1185472,wikidata/Education::,5213208
7313880,wikidata/Education::,21865
1061,littlesis/Donation/Grant::1000 usd (Campaign Contribution),21796
960638,wikidata/Education::,29110
7623610,wikidata/Education::,29110
5186686,wikidata/Education::,29175
7322392,wikidata/Education::,38397
7234184,wikidata/Education::,4184023
4206620,wikidata/Education::,38425
426801,littlesis/Donation/Grant::2800 usd (Campaign),28235
7267547,wikidata/Education::,29143
5191413,wikidata/Education::,3119713
1261403,wikidata/Bachelor of Arts,261954
5385373,wikidata/Education::,2269630
975713,wikidata/Education::,416561
3400798,wikidata/Education::,38450
4758977,wikidata/Education::,29110
4230946,wikidata/Education::,38450
7192562,wikidata/president,813534
2284908,wikidata/Education::,21865
37983,littlesis/Donation/Grant::2000 usd (Campaign Contribution),13224
2293451,wikidata/Education::,29159
4416776,wikidata/Education::,5184890
5708407,wikidata/Doctor of Philosophy,29241
5030600,wikidata/Education::,35960
256862,littlesis/Donation/Grant::2750 usd (Campaign Contribution),260590
3121022,wikidata/Ownership:: (8% stake),3573
6521088,wikidata/Education::,38397
3284816,wikidata/Education::,29110
6530344,wikidata/Education::,416561
5216646,wikidata/Education::,7199570
1003392,wikidata/Education::,29136
3326936,wikidata/Education::,29110
4319881,wikidata/Education::,29143
4198787,wikidata/Education::,29136
4702079,wikidata/Education::,38397
7190841,wikidata/Education::,29110
4322287,wikidata/Education::,35960
3688352,wikidata/Doctor of Philosophy (theoretical physics),29110
413525,littlesis/Donation/Grant::500 usd (Campaign Contribution),37969
5191746,wikidata/Education::,38404
5356189,wikidata/Education::,29159
258194,wikidata/Education::,38425
2267549,wikidata/Education::,38535
113750,"littlesis/Policy Expert, Senior Fellow",262421
6372672,wikidata/Education::,35960
3304570,wikidata/Education::,29110
368625,littlesis/Trustee,29136
5404220,wikidata/Education::,261954
6337271,wikidata/Education::,29155
6244373,wikidata/Education::,226145
3298335,wikidata/Education::,5213208
3678674,wikidata/Education::,416568
36622,wikidata/Education::,5213208
966290,wikidata/Education::,29159
1020298,wikidata/Education::,6175003
5307858,wikidata/Education::,5213208
1002462,wikidata/Education::,29143
41125,wikidata/Master of Science,226145
1762217,wikidata/(Dutch),7216587
3319638,wikidata/Education::,29143
1015822,wikidata/Education::,29110
5307771,wikidata/Education::,415669
6389739,wikidata/Education::,29110
4305995,wikidata/Education::,29110
938649,wikidata/Education::,29156
3180954,wikidata/Education::,29110
4245439,wikidata/Education::,29156
7354929,wikidata/Education::,29143
28534,littlesis/MBA,29110
7281115,wikidata/Education::,29110
259318,littlesis/Donation/Grant::6800 usd (Campaign Contribution),28534
4111,wikidata/Education::,29156
2232397,wikidata/Education::,29223
3210219,wikidata/Education::,38397
138811,wikidata/Education::,29241
3120298,wikidata/Education::,38397
1018230,wikidata/Doctor of Philosophy,29136
368105,littlesis/Donation/Grant::2300 usd (Campaign Contribution),256070
5568777,wikidata/Education::,2157382
4300,littlesis/Donation/Grant::2800 usd (Campaign Contribution),256086
7202949,wikidata/Education::,5213208
7552705,wikidata/Education::,5213208
939698,wikidata/Juris Doctor,29241
6241327,wikidata/diploma (urban planning),3686716
1506148,wikidata/Education::,38397
256396,wikidata/Ownership::,421745
194,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28480
6256240,wikidata/Education::,29143
3250763,wikidata/Education::,261954
954060,wikidata/Education::,38425
893888,wikidata/Education::,29110
29181,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38214
823,wikidata/Ownership::,2140618
7237834,wikidata/Education::,29136
4414,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38078
37080,littlesis/MS,255354
6361336,wikidata/Education::,29110
2163359,wikidata/Education::,416568
4321289,wikidata/Master of Science (systems management),21865
4353196,wikidata/Education::,6175003
7215585,wikidata/Education::,38450
4208677,wikidata/Education::,29241
7565337,wikidata/Education::,226145
919661,wikidata/Education::,29241
2163653,wikidata/Education::,21865
1399194,wikidata/Education::,29110
2153817,wikidata/Education::,29136
908934,wikidata/Education::,29148
5615800,wikidata/Education::,38450
5262357,wikidata/Hierarchy::has subsidiary,2385582
4295,littlesis/President,38412
7206447,wikidata/Education::,29143
4226428,wikidata/Education::,29359
2196728,wikidata/Education::,29143
6393207,wikidata/Education::,29167
5471228,wikidata/Education::,416561
5206879,wikidata/Education::,29222
5215591,wikidata/Education::,21865
3252308,wikidata/Education::,7182808
1873107,wikidata/Education::,38397
2159585,wikidata/Education::,29223
971506,wikidata/Education::,29143
535587,wikidata/Education::,3119713
778,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38214
815567,wikidata/Education::,29143
4750271,wikidata/Education::,29148
21868,wikidata/Education::,29110
2321055,wikidata/Education::,38425
992671,wikidata/Education::,29143
49175,littlesis/Donation/Grant::7900 usd (Campaign Contribution),28344
7212828,wikidata/Education::,38425
4242790,wikidata/Education::,38425
5210051,wikidata/Education::,7199570
265189,wikidata/Hierarchy::has subsidiary,7212133
2282196,wikidata/Education::,38404
6318918,wikidata/Education::,38404
1294365,wikidata/Education::,29143
4351168,wikidata/Education::,29167
6200163,wikidata/Education::,416561
6190933,wikidata/Education::,29143
6556124,wikidata/Doctor of Philosophy,29156
3154852,wikidata/Education::,29156
